a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,2003802930,06000R24701,NKS-CD24TP-1R,40,PRC-RCT,購買入庫,F24-9220401,60,1378.33,82700,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,2003802930,06000R24701,NKS-CD24TP-1R,41,PRC-CRC,購買入庫訂正,F24-9290212,-20,1378.33,-27567,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,2003802930,06000R24701,NKS-CD24TP-1R,41,PRC-CRC,購買入庫訂正,F24-9220401,-60,1378.33,-82700,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,2003802930,06000R24701,NKS-CD24TP-1R,40,PRC-RCT,購買入庫,F24-9290212,20,1378.33,27567,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,2003802930,06000R24701,NKS-CD24TP-1R,40,PRC-RCT,購買入庫,F24-9220401,60,1378.33,82700,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191011,4217,㈱不二テクノス,2002401000,06080-00510,ｷｭｳｲﾝｼｸﾐﾀﾃAｶﾞﾀ,40,PRC-RCT,購買入庫,U12-9170064,2520,40.24,101405,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,8008007000,07000-63403,FUP-D372NHS-3,40,PRC-RCT,購買入庫,F24-9220437,300,1149.14,344742,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,8008007000,07000-99901,FUP-D372HMD-1,40,PRC-RCT,購買入庫,F24-9240108,100,1791.84,179184,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,8008007000,07000R51003,FUP-279MD-1R,40,PRC-RCT,購買入庫,F24-9220483,100,817.25,81725,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,5601004870,51000-12502,PLD-12100WET-1,40,PRC-RCT,購買入庫,F24-9300557,500,1209.28,604640,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,5601005310,51000-12602,PND-Q25200DQ-1,40,PRC-RCT,購買入庫,F24-9300559,30,461.02,13831,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2011-00221H,CE-LID-H0022,40,PRC-RCT,購買入庫,F24-9290438,4500,17.44,78480,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2013-04810H,CE-STEM-H0481,40,PRC-RCT,購買入庫,F24-9290440,45000,4.94,222300,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2020-02380H,CE-S/A-H0238,40,PRC-RCT,購買入庫,F24-X110021,4000,17.09,68360,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2051-00220H,CE-ROD-H0022,40,PRC-RCT,購買入庫,F24-9290478,100000,1.75,175000,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2051-00230H,CE-ROD-H0023,40,PRC-RCT,購買入庫,F24-9290479,20000,1.84,36800,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B2057-00211C,CE-MUF-S0021C,40,PRC-RCT,購買入庫,F24-9220864,30000,10.5,315000,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9504401000,B6010-12640S,BS-COIL/A-S1264,40,PRC-RCT,購買入庫,F24-9290500,600,301.9,181140,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,41,PRC-CRC,購買入庫訂正,F24-9220895,-3000,8.95,-26850,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,41,PRC-CRC,購買入庫訂正,F24-9290583,-2000,8.95,-17900,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,40,PRC-RCT,購買入庫,F24-9220895,3000,8.95,26850,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,40,PRC-RCT,購買入庫,F24-9290583,2000,8.95,17900,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,40,PRC-RCT,購買入庫,F24-9220895,3000,8.95,26850,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,40,PRC-RCT,購買入庫,F24-9300694,7000,8.95,62650,
78,201910,24,完成組立　　　　　　　　　　　,,,20191011,4217,㈱不二テクノス,9501007260,B9061-00210H,CE-DIA-H0021,40,PRC-RCT,購買入庫,F24-9290583,20000,8.95,179000,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,1002201180,02000-69603,FWE-1034NW,40,PRC-RCT,購買入庫,F24-X130073,60,1974.16,118450,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,1002201180,02000-69605,FWE-2034NW,40,PRC-RCT,購買入庫,F24-9300197,56,1780.08,99685,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-X060038,100,1671.76,167176,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2005601000,02100-14904,US-PKD05QND-4,40,PRC-RCT,購買入庫,F24-9220142,4,850.44,3402,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2005601000,02100-14904,US-PKD05QND-4,40,PRC-RCT,購買入庫,F24-X130084,16,877.27,14037,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2005601000,02100-14904,US-PKD05QND-4,40,PRC-RCT,購買入庫,F24-X060047,4,877.27,3510,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2005601000,02100-14904,US-PKD05QND-4,40,PRC-RCT,購買入庫,F24-9300225,1,850.44,851,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,1002001140,02100-49002,FFE-E1034NWEX-2,40,PRC-RCT,購買入庫,F24-X140001,100,1683.72,168372,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,1002001140,02100-49002,FFE-E1034NWEX-2,40,PRC-RCT,購買入庫,F24-X060086,200,1683.72,336744,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,7502006140,04500-16001F,DNP-P320QF,40,PRC-RCT,購買入庫,U12-9090094,720,821.02,591135,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,7502006140,04500-16001F,DNP-P320QF,40,PRC-RCT,購買入庫,U12-X080148,21,821.02,17242,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3501503690,04500-16204,DNP-270FFKA-6,40,PRC-RCT,購買入庫,F24-X130107,300,927.94,278382,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3501503690,04500-18301,DNP-P320NTP-1,40,PRC-RCT,購買入庫,F24-9220251,1200,820.31,984372,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3501503690,04500-18301,DNP-P320NTP-1,40,PRC-RCT,購買入庫,F24-X100082,20,820.31,16407,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3505003940,04500-24611,TDP-P320QND-27,40,PRC-RCT,購買入庫,F24-9220267,720,292.76,210788,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3505003940,04500-24611,TDP-P320QND-27,40,PRC-RCT,購買入庫,F24-X110092,26,292.48,7605,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3505003940,04500-24611,TDP-P320QND-27,40,PRC-RCT,購買入庫,F24-X110091,75,292.48,21936,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3505003940,04500-24614,TDP-P320QND-29,40,PRC-RCT,購買入庫,F24-9220268,1200,299.53,359436,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3505003940,04500-24614,TDP-P320QND-29,40,PRC-RCT,購買入庫,F24-X110093,75,299.26,22445,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3501503780,04500-24903,DTP-P320QVAF-1,40,PRC-RCT,購買入庫,F24-9220273,11520,206.03,2373466,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,3501503780,04500-24907,DTP-P320QCA-3,40,PRC-RCT,購買入庫,F24-9220274,900,205.01,184509,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2001002510,06000-32302,AFS-BQF2DG-3,40,PRC-RCT,購買入庫,F24-9220306,300,823.26,246978,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2004202950,06000-35001,NTS-QPMDK-1,40,PRC-RCT,購買入庫,F24-9220307,120,2745.81,329498,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-9220319,2142,437.92,938025,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-X030101,1183,512.58,606383,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2004502990,06000-42906,APS-BDM-7,40,PRC-RCT,購買入庫,F24-9290183,1600,382.54,612064,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9290195,1050,1352.85,1420493,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9300331,50,1352.85,67643,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-9290201,225,1988.11,447325,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-9290201,75,1988.11,149109,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,2001802530,06000R42301,ATS-B7STB-1R,40,PRC-RCT,購買入庫,F24-X130139,691,639.89,442164,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2005701000,06010-19921,ｺｲﾙｿｳｸﾐﾀﾃRUS1-BMW,40,PRC-RCT,購買入庫,U12-9250211,100,461.81,46181,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2005701000,06010-19921,ｺｲﾙｿｳｸﾐﾀﾃRUS1-BMW,40,PRC-RCT,購買入庫,U12-8220100,200,461.81,92362,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2001201000,06160-09412,ﾎﾝﾀｲAS　SS3,40,PRC-RCT,購買入庫,U12-X090138,239,452.72,108201,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2001201000,06160-10510,ﾎﾝﾀｲAS QY,40,PRC-RCT,購買入庫,U12-X090139,598,477.63,285623,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-57605,DDF-032-1,40,PRC-RCT,購買入庫,F24-9220429,48,483.75,23220,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-57806,DDF-032S-1,40,PRC-RCT,購買入庫,F24-9220430,4,492.15,1969,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78901,DDF-052-1,40,PRC-RCT,購買入庫,F24-9220444,75,582.6,43695,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78902,DDF-053-1,40,PRC-RCT,購買入庫,F24-9220445,82,582.6,47774,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78912,DDF-165-1,40,PRC-RCT,購買入庫,F24-9220448,100,1230.9,123090,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78915,DDF-304-1,40,PRC-RCT,購買入庫,F24-9220449,110,1958.59,215445,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78916,DDF-305-1,40,PRC-RCT,購買入庫,F24-9220450,10,1874.58,18746,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,7401005860,07000-78917,DDF-306-1,40,PRC-RCT,購買入庫,F24-9220451,30,1874.58,56238,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2001201000,07000-92301J,3/8ｽﾄﾚｰﾅNｸﾐﾀﾃ,40,PRC-RCT,購買入庫,U12-X090140,239,118.14,28236,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,8008007000,07000-92902,FUP-179TC-1,40,PRC-RCT,購買入庫,F24-9220468,300,743.02,222906,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,***000****,09021-01730,ﾌﾚｱﾅｯﾄMN30J-R,40,PRC-RCT,購買入庫,U12-X090141,239,44.33,10595,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2001201000,09031-00521,ﾌﾚｱﾊﾟｲﾌﾟ,40,PRC-RCT,購買入庫,U12-X090142,239,89.19,21317,
82,201910,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20191014,4217,㈱不二テクノス,2001201000,09110-01111,ｽﾄﾚｰﾅｸﾐﾀﾃ,40,PRC-RCT,購買入庫,U12-X090143,598,122.99,73549,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9501007260,B2010-38270C,CE-P/A-S3827C,40,PRC-RCT,購買入庫,F24-X030064,5075,134.82,684212,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9501007260,B2020-02310C,CE-S/A-S0231C,40,PRC-RCT,購買入庫,F24-9290451,5000,13.06,65300,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9501007250,B2041-42210H,CE-BODY-H4221,40,PRC-RCT,購買入庫,F24-9290469,3000,206.02,618060,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9501007250,B2041-42220C,CE-BODY-S4222C,40,PRC-RCT,購買入庫,F24-X010004,4000,208.64,834560,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9501007250,B2041-51720H,CE-BODY-H5172,40,PRC-RCT,購買入庫,F24-9220854,3000,204.64,613920,
78,201910,24,完成組立　　　　　　　　　　　,,,20191014,4217,㈱不二テクノス,9504401000,B6010-12610S,BS-COIL/A-S1261,40,PRC-RCT,購買入庫,F24-9290499,500,351.56,175780,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,1002101160,02000-84007,FGE-E25QNDBR-2,40,PRC-RCT,購買入庫,F24-9220083,105,1900.18,199519,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,1002101160,02000-91901,FGE-E25QND-3,40,PRC-RCT,購買入庫,F24-X060032,60,1876.26,112576,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,1002101160,02000-91912,FGE-E25QNDN-3,40,PRC-RCT,購買入庫,F24-X060033,242,1876.26,454055,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-X060038,50,1671.76,83588,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-X140064,50,1671.76,83588,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3008003430,04000-02003,VFP-F406TB-2,40,PRC-RCT,購買入庫,F24-9300303,60,3218.71,193123,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3008003430,04000-03008,VFP-F406EB-8,40,PRC-RCT,購買入庫,F24-X150001,1,3337.4,3338,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3008003430,04000R01702,VFP-RF406HD-2R,40,PRC-RCT,購買入庫,F24-X130105,3,2016.12,6049,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3501503780,04500-09718,DTP-P270QFKT-1,40,PRC-RCT,購買入庫,F24-9290156,300,202.34,60702,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3501503780,04500-10402,DTP-P320QND-2,40,PRC-RCT,購買入庫,F24-X100080,87,199.99,17400,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,3501503780,04500-10402,DTP-P320QND-2,40,PRC-RCT,購買入庫,F24-9220239,2400,199.99,479976,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2004402980,06000-22603,RCS-P020DBND-1,40,PRC-RCT,購買入庫,F24-9290172,180,1382.17,248791,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2001002510,06000-32302,AFS-BQF2DG-3,40,PRC-RCT,購買入庫,F24-9220306,295,823.26,242862,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2001802530,06000-37302,ATS-B7SHDU-2,40,PRC-RCT,購買入庫,F24-9220312,700,639.34,447538,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-9290179,990,1396.81,1382842,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-9220319,2164,437.92,947659,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-X030101,1168,512.58,598694,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-9300331,1100,1352.85,1488135,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-9290201,270,1988.11,536790,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-9290201,150,1988.11,298217,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2005703000,06000-62401,RUS-B112PAND-1,40,PRC-RCT,購買入庫,F24-9290203,336,2293.88,770744,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2003802900,06000R24801,NKS-BQYKTP-1R,40,PRC-RCT,購買入庫,F24-9220402,40,1454.25,58170,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2003802900,06000R24801,NKS-BQYKTP-1R,40,PRC-RCT,購買入庫,F24-9250105,20,1454.25,29085,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,2003802900,06000R24801,NKS-BQYKTP-1R,40,PRC-RCT,購買入庫,F24-9300339,20,1454.25,29085,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-62501,DY-20PTW-1,40,PRC-RCT,購買入庫,F24-9220435,300,273.94,82182,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81601,DY-15QHD-9,40,PRC-RCT,購買入庫,F24-9220452,2000,146.94,293880,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81602,DY-15QHD-10,40,PRC-RCT,購買入庫,F24-9220453,100,146.94,14694,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81603,DY-15QHD-11,40,PRC-RCT,購買入庫,F24-9220454,5000,146.94,734700,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81605,DY-15QHD-13,40,PRC-RCT,購買入庫,F24-9220455,3000,139.51,418530,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81607,DY-15QHD-15,40,PRC-RCT,購買入庫,F24-9220456,100,139.37,13937,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-81609,DY-15QHD-17,40,PRC-RCT,購買入庫,F24-9220457,100,142.61,14261,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-83001,DY-12QHD-4,40,PRC-RCT,購買入庫,F24-9220460,9000,129.79,1168110,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-83003,DY-12QHD-3,40,PRC-RCT,購買入庫,F24-9220461,1000,129.79,129790,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-83005,DY-10QHD-2,40,PRC-RCT,購買入庫,F24-9220462,100,129.79,12979,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,7401005960,07000-92001,DY-30QHD-1,40,PRC-RCT,購買入庫,F24-9220467,100,443.64,44364,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,5601004860,51000-03307,PJD-05200ME-5,40,PRC-RCT,購買入庫,F24-X060302,320,1307.08,418266,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,5601005310,51000-12601,PND-Q25100DQ-1,40,PRC-RCT,購買入庫,F24-9300558,320,461.02,147527,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B2051-00230C,CE-ROD-S0023C,40,PRC-RCT,購買入庫,F24-X060353,130000,1.84,239200,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B2052-00710H,CE-NUT-H0071,40,PRC-RCT,購買入庫,F24-9300627,15000,5.38,80700,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B2052-00710H,CE-NUT-H0071,40,PRC-RCT,購買入庫,F24-X060359,20000,5.18,103600,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B2052-00710H,CE-NUT-H0071,40,PRC-RCT,購買入庫,F24-X130347,10000,5.18,51800,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9508101000,B5010-00214T,ET-SW/A-T0021,40,PRC-RCT,購買入庫,F24-X060375,999,287.46,287173,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B9051-00130C,CE-SP-S0013C,40,PRC-RCT,購買入庫,F24-X130370,50000,3.58,179000,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,9501007260,B9061-00210C,CE-DIA-S0021C,40,PRC-RCT,購買入庫,F24-X130381,20000,8.86,177200,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,8008007010,K13-705-003,P-30,40,PRC-RCT,購買入庫,F24-X060496,40,801.33,32054,
78,201910,24,完成組立　　　　　　　　　　　,,,20191015,4217,㈱不二テクノス,8008007010,K13-705-004,P-40,40,PRC-RCT,購買入庫,F24-X140133,40,1867.58,74704,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,1002101160,02000-55401,FGE-E30QAT-1,40,PRC-RCT,購買入庫,F24-X150097,199,1903.58,378813,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,1002101160,02000-91911,FGE-E25QND-11,40,PRC-RCT,購買入庫,F24-9220096,104,1971.49,205035,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,1002101160,02000-91911,FGE-E25QND-11,40,PRC-RCT,購買入庫,F24-9300160,196,1971.49,386413,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-X150098,100,1671.76,167176,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-11020W,DTP-P300QDK-10W,40,PRC-RCT,購買入庫,F24-9220245,300,211.96,63588,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-11020W,DTP-P300QDK-10W,40,PRC-RCT,購買入庫,F24-X140078,20,211.96,4240,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503680,04500-12703,DNP-P320QFKT-1,40,PRC-RCT,購買入庫,F24-9290157,1200,805.32,966384,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503680,04500-12703,DNP-P320QFKT-1,40,PRC-RCT,購買入庫,F24-X150103,65,804.52,52294,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-19603,DTP-P280QDK-2,40,PRC-RCT,購買入庫,F24-X140079,10,410.58,4106,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-19603,DTP-P280QDK-2,40,PRC-RCT,購買入庫,F24-9220252,10,410.58,4106,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-20101,DTP-P320QND-14,40,PRC-RCT,購買入庫,F24-9220253,10560,194.52,2054132,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-20106,DTP-P320QNDS-14,40,PRC-RCT,購買入庫,F24-9220254,3900,194.33,757887,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-20126,DTP-P320QNDKI-14,40,PRC-RCT,購買入庫,F24-9220255,6000,194.52,1167120,
78,201910,24,完成組立　　　　　　　　　　　,,,20191016,4217,㈱不二テクノス,3501503780,04500-22812W,DTP-P300QSM-5W,40,PRC-RCT,購買入庫,F24-X140081,2700,200.9,542430,
